%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03, 0.91, 0.334, 192.0, 255.0, 16.0, 28.0, 112.0, 10.0, 112.0, 0.0, 0.0, 0.0, 1.7398203681280565E9, 0.0, 2025-02-17 16:26:08.128
1.0, 3211.3198293828764, -3843.3154038566836, -7397.399234461694, -4929.274908217777, -6728.635040358907, -4488.073824414471, -4955.314690508209, -4614.2717736091345, -0.03, 0.91, 0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7398203686145427E9, 0.0, 2025-02-17 16:26:08.614
2.0, 3210.9622014715915, -3805.697417938402, -7389.732586113523, -5012.199880146966, -6685.56322879353, -4446.678393683243, -4922.032943014257, -4588.656674463353, -0.03, 0.91, 0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7398203686146853E9, 0.0, 2025-02-17 16:26:08.614
3.0, 3212.5938788168287, -3811.8441476636112, -7373.326405683328, -5011.842252235681, -6699.443662100275, -4457.139010088326, -4925.050428515724, -4587.0920523514815, -0.03, 0.91, 0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7398203686149268E9, 0.0, 2025-02-17 16:26:08.614
4.0, 3214.6278875622615, -3844.075363168164, -7377.12620224073, -4946.463399703908, -6739.9226713088365, -4494.5111268176, -4953.88417886307, -4608.929706684316, -0.03, 0.91, 0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.739820368614957E9, 0.0, 2025-02-17 16:26:08.614
5.0, 3214.7619980289937, -3851.742011516334, -7397.958028073076, -4922.032943014257, -6740.593223642496, -4498.713254775197, -4963.473077234397, -4620.798482990084, -0.03, 0.91, 0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7398203686150143E9, 0.0, 2025-02-17 16:26:08.615
6.0, 3213.979686973058, -3812.291182552717, -7396.214592005563, -5004.8461562211705, -6692.0228829411135, -4453.518027486566, -4929.49842566233, -4595.7198257112295, -0.03, 0.91, 0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.739820368615044E9, 0.0, 2025-02-17 16:26:08.615
7.0, 3216.4830823520524, -3812.4029412749937, -7378.668472608147, -5022.4593308519525, -6698.840164999982, -4457.273120555058, -4927.017382027791, -4589.751909941663, -0.03, 0.91, 0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7398203686150732E9, 0.0, 2025-02-17 16:26:08.615
8.0, 3214.3820183732532, -3838.040392165231, -7374.533399883914, -4960.008556843824, -6732.479540405219, -4487.760899992097, -4948.743277638349, -4604.213488604247, -0.02, 0.926, 0.334, 192.0, 255.0, 96.0, 28.0, 240.0, 10.0, 112.0, 0.0, 0.0, 0.0, 1.7398203686151023E9, 0.0, 2025-02-17 16:26:08.615
9.0, 3213.8902799952366, -3854.625386551069, -7392.772423359445, -4915.103902233112, -6745.801180100582, -4502.669513543787, -4965.417679002008, -4620.552613801076, -0.02, 0.926, 0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7398203686151333E9, 0.0, 2025-02-17 16:26:08.615
