"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Identification of patients with de novo Parkinson's Disease from chemosensory EEG signals using ICEEMDAN domain Entropy Features","S. De; S. Pavuluri; A. K. Gupta","Institute of Radio Physics & Electronics, University of Calcutta, Kolkata, West Bengal, India; Department of Computer Science and Engineering, GVPCE, Visakhapatnam, Andhra Pradesh, India; HPC I&E Group, Centre for Development of Advanced Computing, Pune, Maharashtra, India",IEEE Sensors Letters,"","2025","PP","99","1","4","Parkinson's disease (PD) is a progressive neurodegenerative disorder that impairs motor and sensory functions, with early symptoms often involving olfactory dysfunction. Given the importance of detecting these early biomarkers for timely intervention, this letter proposes the novel use of chemosensory EEG for the early detection of PD, as it captures the brain's responses to olfactory stimuli, one of the primary sensory modalities affected by the disease. The proposed method employs an Improved Complete Ensemble Empirical Mode Decomposition with Adaptive Noise (ICEEMDAN) to decompose EEG signals into intrinsic mode functions (IMFs). Entropic features, including approximate entropy (AEn), sample entropy (SEn), and Rényi permutation entropy (RpEn), are extracted from these IMFs to identify distinguishing characteristics. These features are then evaluated using several machine learning classifiers. A comprehensive evaluation reveals that combining RpEn features with Least Squares Support Vector Machine (LS-SVM) classifier achieves optimal performance, with an accuracy of 96.47%, a precision of 96.14%, and a kappa score of 0.95.","2475-1472","","10.1109/LSENS.2025.3565312","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10979890","Parkinson's Disease;chemosensory EEG;olfactory dysfunction;ICEEMDAN;entropy features;machine learning","Electroencephalography;Entropy;Olfactory;Feature extraction;Accuracy;Diseases;Support vector machines;Random forests;Time series analysis;Complexity theory","","","","","IEEE","29 Apr 2025","","","IEEE","IEEE Early Access Articles"
"Instrumenting a Virtual Reality Headset to Monitor Changes in Electroencephalograms of PTSD Patients During Multisensory Immersion","B. J. d. Jesus; M. K. S. Lopes; L. Perreault; M. -C. Roberge; A. A. Oliveira; T. H. Falk","Institut national de la recherche scientifique (INRS), University of Québec, Québec, QC, Canada; Institut national de la recherche scientifique (INRS), University of Québec, Québec, QC, Canada; Traumas Côte-Nord, Sept-Îles, QC, Canada; Traumas Côte-Nord, Sept-Îles, QC, Canada; Federal University of Health Sciences of Porto Alegre, Porto Alegre, Brazil; Institut national de la recherche scientifique (INRS), University of Québec, Québec, QC, Canada",IEEE Journal of Selected Areas in Sensors,"16 Apr 2025","2025","2","","150","161","Virtual reality (VR) has emerged as a promising tool to help treat posttraumatic stress disorder (PTSD) symptoms, as well as help patients manage their anxiety. More recently, multisensory immersive experiences involving audio-visual-olfactory stimuli have been shown to lead to improved relaxation states. Despite these advances, very little is still known about the psychophysiological changes resulting from these interventions, and outcomes need to be monitored via questionnaires and interviews at the end of the intervention. In this article, we propose to instrument a VR headset with several biosensors to allow for the tracking of neural changes throughout the intervention, as well as track the progress of different neuromarkers, namely powers across the five conventional electroencephalogram (EEG) frequency subbands computed at the frontal, central, parietal, and occipital areas of the brain. In total, 20 participants diagnosed with PTSD by their medical doctors took part in the experiment and underwent a 12-session multisensory nature immersion protocol. We show the changes that were observed for those who benefited and those who did not benefit from the intervention, leading to insights on potential new markers of intervention outcomes that could save patients and medical professionals time and resources. The proposed headset also allowed for changes in arousal states and EEG patterns to be tracked, thus providing additional insights on the disorder, as well as the effects of the intervention on patient symptoms.","2836-2071","","10.1109/JSAS.2025.3554131","NSERC Canada under their Discovery Grant program(grant numbers:RGPIN-2021-03246); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10938306","Electroencephalography;mental health;multisensory;olfactory;posttraumatic stress disorder (PTSD);relaxation training;virtual reality (VR)","Electroencephalography;Headphones;Anxiety disorders;Protocols;Instruments;Resists;Particle measurements;Monitoring;Medical treatment;Medical diagnostic imaging","","","","54","CCBY","24 Mar 2025","","","IEEE","IEEE Journals"
"Multi-Scale Attention-Based Dense Spatial-Temporal Model for Emotion Induction in Response to Olfactory Stimuli","J. -M. Zhang; W. -B. Jiang; W. -L. Zheng; B. -L. Lu","Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China","ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","7 Mar 2025","2025","","","1","5","Affective Brain-Computer Interfaces (aBCIs) have attracted growing attention due to their potential for decoding human emotional states through electroencephalogram (EEG) signals. However, existing deep learning models often struggle to fully capture both the spatial and temporal dependencies in EEG data, resulting in suboptimal performance in emotion classification. To address these challenges, we propose a novel Multi-Scale Attention-Based Dense Spatial-Temporal Model (MSADM). This model leverages temporal attention, multi-scale dense feature extraction, and attention-based feature fusion to effectively capture and enhance the complicated spatial-temporal dependencies within EEG data, thereby improving the representations. Furthermore, we introduce a new olfactory-based emotion induction paradigm, which effectively mitigates the limitations of traditional visual and auditory stimuli by providing more stable and sustained emotional responses. We also present a novel EEG dataset involving 32 subjects, developed through a pilot study to select appropriate olfactory stimuli. Experimental results demonstrate that our model significantly outperforms existing methods across multiple metrics, demonstrating the effectiveness of both the proposed model and emotion induction paradigm. This study underscores the potential of olfactory stimuli and advanced spatial-temporal modeling techniques for enhancing the robustness and performance of emotion recognition.","2379-190X","979-8-3503-6874-1","10.1109/ICASSP49660.2025.10890298","National Natural Science Foundation of China; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Interface; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10890298","EEG;multi-scale fusion;temporal attention;olfactory stimuli","Measurement;Visualization;Olfactory;Signal processing;Brain modeling;Feature extraction;Electroencephalography;Data models;Robustness;Speech processing","","","","25","IEEE","7 Mar 2025","","","IEEE","IEEE Conferences"
"Emotion Estimation Using Single-Channel EEG and Heart Rate Variability for Industrial Applications","C. Feng; N. Jadram; Y. Nakagawa; M. Sugaya","Department of Information Science and Engineering, Shibaura Institute of Technology, Tokyo, Japan; Functional Control System Graduate School, Shibaura Institute of Technology, Tokyo, Japan; Functional Control System Graduate School, Shibaura Institute of Technology, Tokyo, Japan; Department of Information Science and Engineering, Shibaura Institute of Technology, Tokyo, Japan",2024 12th International Conference on Affective Computing and Intelligent Interaction Workshops and Demos (ACIIW),"24 Apr 2025","2024","","","195","197","The industrial world is shifting from mass production to meeting individual needs, requiring guidelines to incorporate emotions and preferences. Traditional questionnaires fall short in capturing detailed real-time emotion changes. Therefore, we propose a novel approach using Electroencephalography(EEG), which reflects central nervous system activity, and heart rate variability(HRV), which reflects autonomic nervous system activity, to estimate emotions in real-time by analyzing arousal and valence. Based on the 2D Arousal-Valence model, we plot EEG and HRV data onto this model to visualize emotion changes caused by external stimuli. Using this proposed method, we conducted joint research with the home and personal care sector to evaluate emotional responses to aroma products, and with the automotive sector to assess drivers' emotional states. These studies demonstrate the value of academic research in guiding the industrial sector, particularly through emotion estimation based on EEG and HRV. Our findings suggest that these technologies offer valuable insights into consumer emotions, which can help improve product design and user experience. Ongoing collaboration between academia and the industrial sector is crucial for overcoming challenges in interpreting physiological signals and effectively integrating these methods into practice.","","979-8-3315-1645-1","10.1109/ACIIW63320.2024.00040","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10970362","emotion estimation;industrial application;EEG;heart rate variability;arousal;valence","Estimation;Collaboration;Companies;Brain modeling;Electroencephalography;User experience;Real-time systems;Product design;Data models;Heart rate variability","","","","23","IEEE","24 Apr 2025","","","IEEE","IEEE Conferences"
"Unraveling Neurophysiological Attentional Habituation Dynamics of Food and Non-Food Paradigms: ERP Correlates with BMI in Response to Repetitive Visual Stimuli","A. Duraisingam; D. Soria; R. Palaniappan","Artificial Intelligence and Data Analytics Research Group, University of Kent, Canterbury, United Kingdom; Artificial Intelligence and Data Analytics Research Group, University of Kent, Canterbury, United Kingdom; Artificial Intelligence and Data Analytics Research Group, University of Kent, Canterbury, United Kingdom",2024 5th International Conference on Data Intelligence and Cognitive Informatics (ICDICI),"31 Dec 2024","2024","","","318","325","Previous research indicates that human salivary responses habituate to repeated exposure to visual, olfactory, or gustatory food cues in adults and children. This study aims to delve into the neurophysiological dynamics of within-session attentional habituation and its correlation with Body Mass Index (BMI) concerning the repetition of high and low-calorie food, as well as non-food images. Event-related potentials (ERPs) were measured for both high and low BMI groups, as they repeatedly viewed the same food and non-food images. Analysis of ERPs on trial groups within each session revealed distinct effects of repeated image exposure on the brain’s attentional responses to food and non-food stimuli for both BMI groups. The result indicates that habituation effects and significance were observed in the parietal area of the brain for both BMI groups. Specifically, ERP responses to non-food image declined in motivation and attention over time, with significant changes observed within the 170-310 ms and 180-320 ms onset time windows for low and high BMI groups, respectively. However, no significant habituation effect was observed for both low/high caloric images in either BMI group. Additionally, ERP results indicated that high-calorie images exhibited a slower habituation rate, followed by low-calorie and non-food images across both BMI groups. In conclusion, this ERP study revealed that a habituation-like mechanism modulates attention towards repeated non-food images, while food images had a negligible effect in both groups. This suggests that the enhanced reward value associated with high-energy foods might lead to prolonged attention and diminished habituation, potentially contributing to obesity risks in individuals across different BMI groups.","","979-8-3503-8960-9","10.1109/ICDICI62993.2024.10810997","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10810997","Body Mass Index (BMI);Electroencephalogram (EEG) Signal Processing;Event-Related Potential (ERP);Food Habituation;Repetition Visual Stimuli","Visualization;Body mass index;Obesity;Weight control;Image color analysis;Olfactory;Process control;Focusing;Brain-computer interfaces;Electroencephalography","","","","37","IEEE","31 Dec 2024","","","IEEE","IEEE Conferences"
"Improving the Classification of Olfactory Brain-Computer Interface Responses by Combining EEG and EBG Signals","H. Kasprzak; N. Niewińska; T. Komendziński; M. Otake-Matsuura; T. M. Rutkowski","Department of Cognitive Science, Nicolaus Copernicus University, Toruń, Poland; Department of Cognitive Science, Nicolaus Copernicus University, Toruń, Poland; Department of Cognitive Science, Nicolaus Copernicus University, Toruń, Poland; RIKEN Center for Advanced Intelligence Project (AIP), Tokyo, Japan; RIKEN Center for Advanced Intelligence Project (AIP), Tokyo, Japan",2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"17 Dec 2024","2024","","","1","4","The sense of smell, or olfaction, can enhance brain-computer interfaces (BCIs). Different scents can be assigned to specific commands to allow users to interact with technology naturally, but challenges remain. Accurate odor delivery systems and robust algorithms for detecting and interpreting brain activity patterns are necessary. We propose combining electroencephalography (EEG) and electrobulbography (EBG) to improve classification accuracy. Our pilot study shows promising results for a new olfactory brain-computer interface (BCI) modality that combines common spatial pattern (CSP) filtration applied to EEG and EBG to classify responses to six scent stimuli in a classical oddball paradigm.","2694-0604","979-8-3503-7149-9","10.1109/EMBC53108.2024.10782826","Japan Science and Technology Agency; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10782826","","Electrodes;Brain;Accuracy;Filtration;Olfactory;Noninvasive treatment;Electroencephalography;Brain-computer interfaces;Recording;Monitoring","Brain-Computer Interfaces;Electroencephalography;Humans;Algorithms;Signal Processing, Computer-Assisted;Smell;Male;Adult","","","14","IEEE","17 Dec 2024","","","IEEE","IEEE Conferences"
"Neural Mechanisms of Malodor Masking: A Wearable EEG Study","O. Chaichanasittikarn; J. L. Weixuan; M. Seet; D. Ng; R. Vyas; G. Saini; A. Dragomir","N.1 Institute for Health, National University of Singapore; N.1 Institute for Health, National University of Singapore; N.1 Institute for Health, National University of Singapore; Procter & Gamble, International Operations SA, Singapore; Procter & Gamble, International Operations SA, Singapore; Procter & Gamble, International Operations SA, Singapore; N.1 Institute for Health, National University of Singapore",2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"17 Dec 2024","2024","","","1","4","Olfactory neuroscience has uncovered much about the neural underpinnings of conscious olfactory evaluations, most particularly in relation to pleasantness. Past research have focused on how the brain responds to purely pleasant or unpleasant odors, leaving little known about the neural responses to the masking of known unpleasant stimuli (malodors) by pleasant stimuli. To address this, in the present study participants were exposed to malodor of high and low intensity, with and without a pleasant masking stimuli. Electroencephalography (EEG) analyses have revealed that malodor masking induces significant modulations in cortical activity over frontal, central and parietal cortex, supported primarily by θ and β frequency band oscillations, which likely represent attention and affective neural processing, while also involving δ and α band oscillations. The findings pave the way for EEG-based detection of malodor suppression, which can support the design of effective olfactory masking techniques to combat odor annoyance in domestic and public environments.","2694-0604","979-8-3503-7149-9","10.1109/EMBC53108.2024.10781996","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10781996","Olfaction;Malodor;Cognition;Brain;Electroencephalography","Neuroscience;Frequency modulation;Olfactory;Electroencephalography;Engineering in medicine and biology;Oscillators","Humans;Electroencephalography;Male;Adult;Odorants;Female;Wearable Electronic Devices;Young Adult;Brain;Smell","","","26","IEEE","17 Dec 2024","","","IEEE","IEEE Conferences"
"Deciphering Odor Perception through EEG Brain Activity and Gas Sensors","H. -P. Peng; H. -L. Hsiao; C. -H. Su; Y. -C. Lin; P. -C. Kuo","Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan; Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan; Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan; Institute of Neuroscience, National Yang Ming Chiao Tung University, Hsinchu, Taiwan; Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan",2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"17 Dec 2024","2024","","","1","4","Recent technological advances have led to innovations like electronic noses and gas sensors, proficient in detecting distinct odors. Despite this, the field of AI and robotics has only marginally explored olfaction, a sense crucial for evoking emotions and memories. Our study investigates the correlation between gas sensor signals and EEG activity during odor recognition. By comparing our findings with questionnaire results, we suggest that individual experiences might influence odor recognition in the human brain. We designed an odor-dispensing system and recorded EEG responses from 15 subjects to six odors, alongside concentration data of four gases for each odor. These EEG and gas sensor data were analyzed using two neural networks for odor classification. Combining EEG and gas sensor data, we attained a 44% accuracy in 6-class odor discrimination, indicating the potential of this integrated approach as a unique ‘odor fingerprint’ for odor identification.","2694-0604","979-8-3503-7149-9","10.1109/EMBC53108.2024.10782394","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10782394","Olfactory perception;EEG;Odor fingerprint","Technological innovation;Accuracy;Psychology;Fingerprint recognition;Brain modeling;Robot sensing systems;Electroencephalography;Data models;Artificial intelligence;Gas detectors","Humans;Electroencephalography;Odorants;Brain;Gases;Adult;Male;Female;Olfactory Perception;Smell","","","9","IEEE","17 Dec 2024","","","IEEE","IEEE Conferences"
"The Effect of Olfactory Stimuli in EEG Alpha Asymmetry","R. Sadikzade; S. Ünal","Uygulamalı ve Yönetim Bilimleri Yüksek Ok, Balçova, İzmir Ekonomi Üniversitesi, İzmir; İktisadi ve İdari Bilimler Fakültesi Balatçık, Çiğli, İzmir Katip Çelebi Üniversitesi, İzmir",2024 Medical Technologies Congress (TIPTEKNO),"20 Nov 2024","2024","","","1","3","This research aims to examine the effect of scent on EEG alpha asymmetry. The study was conducted using an experimental design with the participation of 64 volunteers. The impact of scented and unscented products on consumers' alpha asymmetry was evaluated. The findings of the research showed that in the scented condition, the mid-frontal, lateral frontal, and anterior frontal alpha asymmetry values were significantly higher compared to the unscented condition.","2687-7783","979-8-3315-2981-9","10.1109/TIPTEKNO63488.2024.10755265","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10755265","EEG;Alpha Asymmetry;Scent Stimuli","Olfactory;Electroencephalography","","","","0","IEEE","20 Nov 2024","","","IEEE","IEEE Conferences"
"Decoding Olfactory EEG Signals Using Multi-Domain Features and Machine Learning","S. P. Akbugday; B. Akbugday; F. Yeganli; A. Akan; R. Sadikzade","Dept. of Biomedical Eng, Izmir University of Economics, Izmir, TURKEY; Dept. of Electrical and Electronics Eng, Izmir University of Economics, Izmir, TURKEY; Dept. of Electrical and Electronics Eng, Izmir University of Economics, Izmir, TURKEY; Dept. of Electrical and Electronics Eng, Izmir University of Economics, Izmir, TURKEY; Dept. of Business Administration, Izmir University of Economics, Izmir, TURKEY",2024 Medical Technologies Congress (TIPTEKNO),"20 Nov 2024","2024","","","1","4","Accurate detection of human emotion is an important topic for affective computing. Especially with the rise of artificial intelligence in the marketing industry, the tools available are subjective and often heavily dependent on sample sizes and demographics. This study explores the neural responses to olfactory stimuli by analyzing EEG data collected from 57 participants exposed to a perfume scent in correlation with self-reported survey results. The electroencephalogram (EEG) signals were processed to extract time-domain, spectral-domain, and nonlinear features, which were subsequently classified using various machine learning algorithms. The classification outcomes were mapped onto a two-dimensional pleasure-arousal plane, with the Medium Gaussian support vector machine (SVM) achieving the highest performance, including $99.8 \%$ validation accuracy and $100 \%$ test accuracy. These results highlight the significant potential of EEG-based approaches in decoding the neural underpinnings of sensory experiences, with implications for applications in neuromarketing and therapeutic contexts.","2687-7783","979-8-3315-2981-9","10.1109/TIPTEKNO63488.2024.10755366","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10755366","olfactory EEG;EEG;machine learning;emotion recognition;arousal-valence plane;neuromarketing","Support vector machines;Surveys;Emotion recognition;Accuracy;Olfactory;Feature extraction;Electroencephalography;Decoding;Time-domain analysis;Spectral analysis","","","","17","IEEE","20 Nov 2024","","","IEEE","IEEE Conferences"
