"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Simulating Olfactory System in vitro based on a Transwell Co-culture Model","M. Liu; N. Jiang; Q. Wang; Y. Zhang; S. Shang; L. Zhuang; P. Wang","Department of Biomedical Engineering, Biosensor National Special Laboratory, Key Laboratory for Biomedical Engineering of Education Ministry, Zhejiang University, Hangzhou, China; Department of Biomedical Engineering, Biosensor National Special Laboratory, Key Laboratory for Biomedical Engineering of Education Ministry, Zhejiang University, Hangzhou, China; Department of Biomedical Engineering, Biosensor National Special Laboratory, Key Laboratory for Biomedical Engineering of Education Ministry, Zhejiang University, Hangzhou, China; Department of Biomedical Engineering, Biosensor National Special Laboratory, Key Laboratory for Biomedical Engineering of Education Ministry, Zhejiang University, Hangzhou, China; Department of Biomedical Engineering, Biosensor National Special Laboratory, Key Laboratory for Biomedical Engineering of Education Ministry, Zhejiang University, Hangzhou, China; Department of Biomedical Engineering, Biosensor National Special Laboratory, Key Laboratory for Biomedical Engineering of Education Ministry, Zhejiang University, Hangzhou, China; Department of Biomedical Engineering, Biosensor National Special Laboratory, Key Laboratory for Biomedical Engineering of Education Ministry, Zhejiang University, Hangzhou, China",2024 IEEE International Symposium on Olfaction and Electronic Nose (ISOEN),"18 Jun 2024","2024","","","1","3","The sense of smell is quite important for vital functions such as warning and protection from environmental hazards, and social communication. However, there still need to study the encoding mechanism and perception mechanism of olfactory information in the olfactory system. Therefore, it is necessary to establish an effective olfactory model. Most studies have focused on changes in one part of the olfactory system, but the connections between parts of the olfactory system also need to be studied, especially the neural connections and coding mechanisms between the olfactory epithelium and olfactory bulb. For co-culture techniques can nearly mimic the in vivo environment, which has made it possible to study interactions between neurons and to reproduce complex neural circuits in vitro. Here, a co-culture olfactory system model was established based on Transwell microporous membrane. Neural connections were established by culturing OE organoids and OB neuronal network on both sides of the membrane to simulate the olfactory system. This model provides a promising tool for exploring the molecular mechanism of olfactory perception and information encoding.","","979-8-3503-4865-1","10.1109/ISOEN61239.2024.10556109","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10556109","olfactory system;co-culture model;olfactory epithelium organoids;olfactory bulb neuronal network","In vivo;Olfactory;Neurons;Neural circuits;Olfactory bulb;Encoding;Integrated circuit modeling","","","","9","IEEE","18 Jun 2024","","","IEEE","IEEE Conferences"
"Community Analysis of Brain Functional Networks Reveals Systems-Level Integration in Olfactory Hedonic Perception","J. Low; M. Seet; J. Hamano; M. Saba; N. V. Thakor; A. Dragomir","N.1 Institute for Health, National University of Singapore, Singapore; N.1 Institute for Health, National University of Singapore, Singapore; International Operations SA Singapore Branch, Procter & Gamble; International Operations SA Singapore Branch, Procter & Gamble; N.1 Institute for Health, National University of Singapore, Singapore; N.1 Institute for Health, National University of Singapore, Singapore",2021 43rd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),"9 Dec 2021","2021","","","5995","5998","Olfactory hedonic perception involves complex interplay among an ensemble of neurocognitive systems implicated in sensory, affective and reward processing. However, the mechanisms of these inter-system interactions have yet to be well-characterized. Here, we employ directed functional connectivity networks estimated from source-localized EEG to uncover how brain regions across the olfactory, emotion and reward systems integrate organically into cross-system communities. Using the integration coefficient, a graph theoretic measure, we quantified the effect of exposure to fragrance stimuli of different hedonic values (high vs low pleasantness levels) on inter-systems interactions. Our analysis focused on beta band activity (13-30 Hz), which is known to facilitate integration of cortical areas involved in sensory perception. Higher-pleasantness stimuli induced elevated integration for the reward system, but not for the emotion and olfactory systems. Furthermore, the nodes of reward system showed more outward connections to the emotion and olfactory systems than inward connections from the respective systems. These results suggest the centrality of the reward system—supported by beta oscillations—in actively coordinating multi-system interactivity to give rise to hedonic experiences during olfactory perception.","2694-0604","978-1-7281-1179-7","10.1109/EMBC46164.2021.9629919","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9629919","Olfactory perception;Community detection;Integration;Reward system;EEG","Measurement;Olfactory;Electroencephalography;Biology","Brain;Emotions;Odorants;Olfactory Perception;Smell","3","","24","IEEE","9 Dec 2021","","","IEEE","IEEE Conferences"
"Covid Olfactory Dysfunction Model","S. V. Stasenko; V. B. Kazantsev","Scientific -educational mathematical center, “Mathematics of future technologies” Lobachevsky State University of Nizhny Novgorod, Nizhny Novgorod, Russia; Scientific -educational mathematical center, “Mathematics of future technologies” Lobachevsky State University of Nizhny Novgorod, Nizhny Novgorod, Russia",2023 Fifth International Conference Neurotechnologies and Neurointerfaces (CNN),"16 Oct 2023","2023","","","82","85","This study introduces a novel model that aims to explain olfactory impairment in COVID-19 infection by incorporating viral dynamics within the host. The model emphasizes the role of impaired binding between odorants and olfactory cell receptors, which leads to the loss of odorant recognition. It is essential to acknowledge that this model is phenomenological and does not encompass the underlying mechanisms of olfactory cell dysfunction. Nevertheless, it provides evidence that even a slight alteration in the interaction between odorants and olfactory neurons can result in the loss of smell.","","979-8-3503-4405-9","10.1109/CNN59923.2023.10275264","Russian Science Foundation(grant numbers:23-11-00134); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10275264","olfactory neuron;spiking neural network;olfaction;covid","COVID-19;Training;Olfactory;Neurons;Detectors;Neurotechnology;Biological neural networks","","","","18","IEEE","16 Oct 2023","","","IEEE","IEEE Conferences"
"Application of artificial neural networks on mosquito Olfactory Receptor Neurons for an olfactory biosensor","L. R. Bachtiar; C. P. Unsworth; R. D. Newcomb","Department of Engineering Science, University of Auckland, New Zealand; Department of Engineering Science, University of Auckland, New Zealand; The New Zealand Institute for Plant & Food Research, Auckland, New Zealand",2013 35th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"26 Sep 2013","2013","","","5390","5393","Various odorants such as carbon dioxide (CO2) and 1-octen-3-ol, underlie the host-seeking behaviors of the major malaria vector Anopheles Gambiae. Highlighted by the olfactory processing strength of the mosquito, such a powerful olfactory sense could serve as the sensors of an artificial olfactory biosensor. In this work, we use the firing rates of the A. Gambiae mosquito Olfactory Receptor Neurons (ORNs), to train an Artificial Neural Network (ANN) for the classification of volatile odorants into their known chemical classes and assess their suitability for an olfactory biosensor. With the implementation of bootstrapping, a more representative result was obtained wherein we demonstrate the training of a hybrid ANN consisting of an array of Multi-Layer Perceptrons (MLPs) with optimal number of hidden neurons. The ANN system was able to correctly class 90.1% of the previously unseen odorants, thus demonstrating very strong evidence for the use of A. Gambiae olfactory receptors coupled with an ANN as an olfactory biosensor.","1558-4615","978-1-4577-0216-7","10.1109/EMBC.2013.6610767","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6610767","","Olfactory;Chemicals;Neurons;Artificial neural networks;Diseases;Firing;Training","Algorithms;Animals;Anopheles;Biosensing Techniques;Neural Networks (Computer);Odorants;Olfactory Receptor Neurons;Volatile Organic Compounds","4","","34","IEEE","26 Sep 2013","","","IEEE","IEEE Conferences"
"A Mems-Based Flexible Bidirectional Multiregion Neural Interface for Olfactory Augmentation","J. Liang; H. He; Y. Liu; X. Wei; L. Sun; T. H. Tao; Z. Zhou","2020 X-Lab, Shanghai Institute of Microsystem and Information Technology, Chinese Academy of Sciences, Shanghai, China; 2020 X-Lab, Shanghai Institute of Microsystem and Information Technology, Chinese Academy of Sciences, Shanghai, China; 2020 X-Lab, Shanghai Institute of Microsystem and Information Technology, Chinese Academy of Sciences, Shanghai, China; School of Graduate Study, University of Chinese Academy of Sciences, Beijing, China; 2020 X-Lab, Shanghai Institute of Microsystem and Information Technology, Chinese Academy of Sciences, Shanghai, China; 2020 X-Lab, Shanghai Institute of Microsystem and Information Technology, Chinese Academy of Sciences, Shanghai, China; School of Graduate Study, University of Chinese Academy of Sciences, Beijing, China",2025 IEEE 38th International Conference on Micro Electro Mechanical Systems (MEMS),"19 Mar 2025","2025","","","232","234","This paper reports a flexible and bidirectional olfactory neural interface based on microelectromechanical systems fabrication process and the demonstrations of cross-regional synchronous recording and olfactory augmentation on free-moving mice. With overall 4-μm-thick microelectrodes and a compact headstage mounted on the skull, it enables long-term electrophysiological recording and electrostimulation of the olfactory neural pathways of mice, including the olfactory epithelium, the olfactory bulb and the olfactory cortex. Our results demonstrate the broad application potential of this multiregion olfactory neural interface in studying functional connectivity within the olfactory neural network, investigating olfactory navigation behaviors, optimizing parameters for micro-electrostimulation-induced olfactory augmentation, and exploring the underlying mechanisms.","2160-1968","979-8-3315-0889-0","10.1109/MEMS61431.2025.10917478","National Science and Technology Major Project; Youth Innovation Promotion Association; Shanghai Rising-Star Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10917478","Olfactory neural interface;Multiregion microelectrode array;Olfactory augmentation;micro-electrostimulation","Microelectrodes;Electric potential;Olfactory;Neurons;Neural pathways;Olfactory bulb;Mice;Recording;Safety;Reliability","","","","7","IEEE","19 Mar 2025","","","IEEE","IEEE Conferences"
"Processing of Chemical Sensor Arrays with a Biologically Inspired Model of Olfactory Coding","B. Raman; P. A. Sun; A. Gutierrez-Galvez; R. Gutierrez-Osuna","Department of Computer Science, Texas A&M University, College Station, TX, USA; Department of Neuroscience, Baylor College of Medicine, Houston, TX, USA; Department of Computer Science, Texas A&M University, College Station, TX, USA; Department of Computer Science, Texas A&M University, College Station, TX, USA",IEEE Transactions on Neural Networks,"15 Feb 2024","2006","17","4","1015","1024","This paper presents a computational model for chemical sensor arrays inspired by the first two stages in the olfactory pathway: distributed coding with olfactory receptor neurons and chemotopic convergence onto glomerular units. We propose a monotonic concentration-response model that maps conventional sensor-array inputs into a distributed activation pattern across a large population of neuroreceptors. Projection onto glomerular units in the olfactory bulb is then simulated with a self-organizing model of chemotopic convergence. The pattern recognition performance of the model is characterized using a database of odor patterns from an array of temperature modulated chemical sensors. The chemotopic code achieved by the proposed model is shown to improve the signal-to-noise ratio available at the sensor inputs while being consistent with results from neurobiology.","1941-0093","","10.1109/TNN.2006.875975","National Science Foundation(grant numbers:9984426/0229598); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1650255","Chemical sensor arrays;machine olfaction;olfactory bulb;olfactory receptors","Array signal processing;Computational modeling;Olfactory;Chemical and biological sensors;Encoding;Sensor arrays;Convergence","Models, Biological;Neurons, Afferent;Olfactory Pathways;Receptors, Odorant;Smell","28","","60","IEEE","15 Feb 2024","","","IEEE","IEEE Journals"
"The Study on Bionic Olfactory Neurochip Based on Light-addressable Potentiometric Sensor","Qingjun Liu; Ying Xu; Hua Cai; Lifeng Qin; Xuesong Ye; Rong Li; Ping Wang","State Key Laboratory of Transducer Technology, Shanghai Institute of Microsystem and Information Technology, Chinese Academy and Sciences, China; Biosensor National Special Laboratory, Key Laboratory of Biomedical Engineering of Education Ministry,Department of Biomedical Engineering, University of Zhejiang, Hangzhou, China; State Key Laboratory of Transducer Technology, Shanghai Institute of Microsystem and Information Technology, Chinese Academy and Sciences, China; Biosensor National Special Laboratory, Key Laboratory of Biomedical Engineering of Education Ministry,Department of Biomedical Engineering, University of Zhejiang, Hangzhou, China; Biosensor National Special Laboratory, Key Laboratory of Biomedical Engineering of Education Ministry,Department of Biomedical Engineering, University of Zhejiang, Hangzhou, China; Biosensor National Special Laboratory, Key Laboratory of Biomedical Engineering of Education Ministry,Department of Biomedical Engineering, University of Zhejiang, Hangzhou, China; State Key Laboratory of Transducer Technology, Shanghai Institute of Microsystem and Information Technology, Chinese Academy and Sciences, China",2005 IEEE Engineering in Medicine and Biology 27th Annual Conference,"10 Apr 2006","2005","","","4862","4865","Olfactory system can distinguish thousands of odors. In order to utilize biological olfactory neurons as sensitive material of electronic nose, this article reports an olfactory neurochip as real bionic technique for odorants detection. Effective cultures of olfactory receptor neurons and olfactory bulb cells on the chip have been achieved. Using light-addressable potentiometric sensor (LAPS) as sensing chip to monitor extracellular potential of the neurons, we tested the response under stimulations of the odorants or neurotransmitters, such as acetic acid and glutamic acid. The results demonstrate that this kind of the LAPS and olfactory neurons hybrid system is sensitive to environmental changes, which has potential to be used as a novel bioelectrical nose for detecting odors","1558-4615","0-7803-8741-4","10.1109/IEMBS.2005.1615561","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1615561","Bioelectronic nose;Cell chip;Cell-based sensor;Neurochip;Olfactory neuron;LAPS","Olfactory;Biosensors;Neurons;Bioelectric phenomena;Electric potential;Biological materials;Electronic noses;Monitoring;Extracellular;Testing","","1","","9","IEEE","10 Apr 2006","","","IEEE","IEEE Conferences"
"A new olfactory receptor model based on chaos","Xing Wang; Jin Zhang; Rulong Wang","Software School, Hunan University, Changsha, China; College of Information Science and Technology, Beijing Normal University, Beijing, China; Software School, Hunan University, Changsha, China",2010 IEEE Fifth International Conference on Bio-Inspired Computing: Theories and Applications (BIC-TA),"29 Nov 2010","2010","","","899","902","A new olfactory receptor model based on chaos is proposed in this paper. Simulating real olfactory receptor, the new olfactory receptor model is in a chaotic state as the basic state when there is no stimulus. It can be in active state when there is stimulus. Compared with K0 model, Gaussian noise is no need to the new model, which simplifies the olfactory nervous system model. Experimental results show that the proposed olfactory receptor model can change between chaotic and non-chaotic states according to the input, which is also consonant with the real olfactory neuron.","","978-1-4244-6440-1","10.1109/BICTA.2010.5645246","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5645246","olfactory receptor;chaos;K0 model","Chaos;Olfactory;Noise;Neurons","","","","8","IEEE","29 Nov 2010","","","IEEE","IEEE Conferences"
"Pharmacologically and Electrically-induced Network-wide Activation of Olfactory Bulb with Large-scale Biosensor","L. Rossi; B. A. Emery; S. Khanzada; X. Hu; H. Amin","Biohybrid Neuroelectronics Group (BIONICS), German Center for Neurodegenerative Diseases (DZNE), Dresden, Germany; Biohybrid Neuroelectronics Group (BIONICS), German Center for Neurodegenerative Diseases (DZNE), Dresden, Germany; Biohybrid Neuroelectronics Group (BIONICS), German Center for Neurodegenerative Diseases (DZNE), Dresden, Germany; Biohybrid Neuroelectronics Group (BIONICS), German Center for Neurodegenerative Diseases (DZNE), Dresden, Germany; Biohybrid Neuroelectronics Group (BIONICS), German Center for Neurodegenerative Diseases (DZNE), Dresden, Germany",2023 IEEE BioSensors Conference (BioSensors),"17 Oct 2023","2023","","","1","4","The olfactory bulb is a multi-layered structure that dynamically tunes high-dimensional olfactory information from the olfactory epithelium and conveys spatiotemporal codes to higher-order areas of the brain. Available techniques lack adequate spatiotemporal resolution, challenging understanding of the dynamic mechanisms underlying information coding in the olfactory bulb (OB) circuitry. Large-scale ex-vivo recordings from OB interconnected layers were recently obtained using high-density CMOS-based biosensors, allowing network-wide investigations of OB electrophysiological properties to uncover layer-specific firing patterns and their dynamical features. Here, we examine changes in simultaneously recorded multi-unit spiking activity and local field potential oscillations focusing on three OB layers in different drug-induced activations. Furthermore, electrically evoked responses of OB circuitry were also analyzed, as delivery of electrical stimuli to the glomerulus layer elicits a response that mimics the natural activation following a sensory input. Our results delineate that this approach effectively describes the spatiotemporal dynamics of OB circuitry. It can be further exploited to investigate the computational implications of large-scale activity patterns in olfactory processing.","","979-8-3503-4604-6","10.1109/BioSensors58001.2023.10280876","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10280876","Olfactory spatiotemporal coding;network-evoked responses;large-scale biosensor;network electrophysiology;olfactory bulb circuit","Firing;Olfactory;MIMICs;Integrated circuit interconnections;Focusing;Olfactory bulb;Spatiotemporal phenomena","","1","","17","IEEE","17 Oct 2023","","","IEEE","IEEE Conferences"
"An in-vivo bioelectronic nose using bioengineered olfactory system of rat as sensitive elements towards explosive detection","P. Zhu; L. Du; Y. Tian; W. Chen; C. Wu; P. Wang","Institute of Medical Engineering, Xi’an Jiaotong University, Xi’an 710061, China; Institute of Medical Engineering, Xi’an Jiaotong University, Xi’an 710061, China; Institute of Medical Engineering, Xi’an Jiaotong University, Xi’an 710061, China; Institute of Medical Engineering, Xi’an Jiaotong University, Xi’an 710061, China; Institute of Medical Engineering, Xi’an Jiaotong University, Xi’an 710061, China; Biosensor National Special Laboratory, Zhejiang University, Hangzhou 310027, China",2019 IEEE International Symposium on Olfaction and Electronic Nose (ISOEN),"5 Sep 2019","2019","","","1","3","The biological olfactory system can quickly and accurately distinguish odors at trace level. The utilization of biological olfactory system as sensing elements greatly improves the sensitivity and accuracy of bioelectronic noses. In this study, an in-vivo bioelectronics nose was developed for explosive detection, in which bioengineered olfactory system of rat was used as sensitive elements and implantable microelectrode array (MEA) was employed as the transducer. An adeno-associated virus vector containing the gene of an olfactory receptor (OR)sensitive to explosives was constructed and used to generate bioengineered olfactory system of rats, which enables bioengineered rats to generate responsive signals to the target explosives. The responsive signals were collected and analyzed using a wireless MEA data acquisition system. The obtained results show this in-vivo bioelectronics nose is sensitive to different odorant molecules tested. For the next, we will test its capability of detecting explosive odorant molecules.","","978-1-5386-8327-9","10.1109/ISOEN.2019.8823440","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8823440","olfactory system;olfactory receptor;bioelectronic nose;bioengineered;explosive detection","Olfactory;Rats;Explosives;Neurons;Biosensors;Electrodes","","","","12","IEEE","5 Sep 2019","","","IEEE","IEEE Conferences"
