"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Single-trial ERP detecting for emotion recognition","J. Jiang; Y. Zeng; L. Tong; C. Zhang; B. Yan","National Digital Switching System Engineering & Technological R&D Center, Zhengzhou, China; National Digital Switching System Engineering & Technological R&D Center, Zhengzhou, China; National Digital Switching System Engineering & Technological R&D Center, Zhengzhou, China; National Digital Switching System Engineering & Technological R&D Center, Zhengzhou, China; National Digital Switching System Engineering & Technological R&D Center, Zhengzhou, China","2016 17th IEEE/ACIS International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing (SNPD)","21 Jul 2016","2016","","","105","108","Emotion recognition, as an important part of human-computer interaction, has been extensively researched. Various studies have already verified the relationship between emotion and the event-related potentials (ERPs). In this paper, a new methodology for emotion recognition is investigated by detecting single-trial ERPs related to some specific level of emotions. First, a spatial filter is constructed to estimate the ERP components. Then the most discriminative spatial and temporal features of the entire ERP waveform are extracted with linear discriminant analysis. The performance of this method is tested by classifying the emotional valence on three levels, the extremely negative, the moderately negative and the neutral, with the support vector machine (SVM). The result shows that the proposed method is effective.","","978-1-5090-2239-7","10.1109/SNPD.2016.7515886","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7515886","emotion recognition;EEG;ERP;single-trial;spatial-temporal feature","Emotion recognition;Spatial filters;Electroencephalography;Classification algorithms;Support vector machines;Covariance matrices;Training","","7","","11","IEEE","21 Jul 2016","","","IEEE","IEEE Conferences"
"Single-trial event-related potential emotional classification based on compressed sensing","X. Zhang; F. Li; J. Chang; L. Huang; Y. Sun; S. Duan","College of Information Engineering, Taiyuan University of Technology Taiyuan, China; College of Information Engineering, Taiyuan University of Technology Taiyuan, China; College of Information Engineering, Taiyuan University of Technology Taiyuan, China; College of Information Engineering, Taiyuan University of Technology Taiyuan, China; College of Information Engineering, Taiyuan University of Technology Taiyuan, China; College of Information Engineering, Taiyuan University of Technology Taiyuan, China",2017 International Conference on Orange Technologies (ICOT),"12 Apr 2018","2017","","","172","175","In this study, a robust classification method for emotional speech single-trial event-related potential (ERP) signal was developed. The classification method based on compression sensing (CS) theory. First, we use CS theory to reduce the dimensionality of the ERP signal. Second, the ERP signal was reconstructed by using K-SVD method to construct the over-complete redundant dictionary. Finally, the ERP signal was classified by calculating the residuals between the reconstructed samples and the test samples. The experimental results show that the proposed algorithm can effectively classify the noisy ERP signal and avoid the feature extraction process in the signal recognition.","","978-1-5386-3276-5","10.1109/ICOT.2017.8336115","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8336115","Compression Sensing;EEG;Event-related Potential;Signal Classification","Dictionaries;Electroencephalography;Classification algorithms;Matching pursuit algorithms;Pattern classification;Training;Electronic mail","","1","","8","IEEE","12 Apr 2018","","","IEEE","IEEE Conferences"
"Stimulus Inversion and Emotional Expressions Independently Affect Face and Body Perception: An ERP Study","F. Bossi; P. Ricciardelli; D. Rivolta","Department of Information Engineering, University of Pisa, Pisa, Italy; Department of Psychology, University of Milano–Bicocca, Milan, Italy; School of Psychology, University of East London (UEL), London, U.K.",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"14 Aug 2024","2024","32","","2914","2927","Faces and bodies provide critical cues for social interaction and communication. Their structural encoding depends on configural processing, as suggested by the detrimental effect of stimulus inversion for both faces (i.e., face inversion effect - FIE) and bodies (body inversion effect - BIE). An occipito-temporal negative event-related potential (ERP) component peaking around 170 ms after stimulus onset (N170) is consistently elicited by human faces and bodies and is affected by the inversion of these stimuli. Albeit it is known that emotional expressions can boost structural encoding (resulting in larger N170 components for emotional than for neutral faces), little is known about body emotional expressions. Thus, the current study investigated the effects of different emotional expressions on structural encoding in combination with FIE and BIE. Three ERP components (P1, N170, P2) were recorded using a 128-channel electroencephalogram (EEG) when participants were presented with (upright and inverted) faces and bodies conveying four possible emotions (happiness, sadness, anger, fear) or no emotion (neutral). Results demonstrated that inversion and emotional expressions independently affected the Accuracy and amplitude of all ERP components (P1, N170, P2). In particular, faces showed specific effects of emotional expressions during the structural encoding stage (N170), while P2 amplitude (representing top-down conceptualisation) was modified by emotional body perception. Moreover, the task performed by participants (i.e., implicit vs. explicit processing of emotional information) differently influenced Accuracy and ERP components. These results support integrated theories of visual perception, thus speaking in favour of the functional independence of the two neurocognitive pathways (one for structural encoding and one for emotional expression analysis) involved in social stimuli processing. Results are discussed highlighting the neurocognitive and computational advantages of the independence between the two pathways.","1558-0210","","10.1109/TNSRE.2024.3439129","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10623496","ERP;N170;body perception;inversion effect;emotional expression;face perception;mixed models","Faces;Encoding;Face recognition;Emotion recognition;Electroencephalography;Brain modeling;Analytical models","Humans;Male;Emotions;Female;Electroencephalography;Young Adult;Facial Expression;Adult;Evoked Potentials;Facial Recognition;Photic Stimulation;Visual Perception;Kinesics","1","","64","CCBY","5 Aug 2024","","","IEEE","IEEE Journals"
"Recognition and analyses of EEG & ERP signals related to emotion: from the perspective of psychology","Yang Yuankui; Zhou Jianzhong","Research Center for Learning Science, South-East University, Nanjing, China; Research Center for Learning Science, South-East University, Nanjing, China","Proceedings. 2005 First International Conference on Neural Interface and Control, 2005.","29 Aug 2005","2005","","","96","99","Electroencephalography (EEG) is widely used to record activities of human brain in the area of psychology for many years. With the development of technology, neural basis of functional areas of emotion processing is revealed gradually. In order to extract the useful information of emotion from the background of EEG signals and noise, we propose to combine methods of psychology and the technology of signal processing such as pattern recognition, etc. In this paper, we first review the psychological methods and signal processing technology in the field of emotion research, and point out the junctions of these two approaches. Secondly, we introduce a method to evaluate emotion competence objectively, which involves the analyses of frequency fluctuations of EEG signals and frontal EEG asymmetry. Then, we take an example of event-related potentials (ERP) study about the face recognition task and the discrimination of sad/happy/neutral emotional facial expressions task. Finally, we indicate the present difficulties in this research area, and advance the possible solution to resolve these problems.","","0-7803-8902-6","10.1109/ICNIC.2005.1499851","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1499851","","Emotion recognition;Signal analysis;Electroencephalography;Enterprise resource planning;Psychology;Signal processing;Humans;Data mining;Background noise;Pattern recognition","","6","","5","IEEE","29 Aug 2005","","","IEEE","IEEE Conferences"
"Children Emotion Regulation: Development of Neural Marker by Investigating Human Brain Signals","R. M. Mehmood; H. -J. Yang; S. -H. Kim","Information and Communication Technology Department, School of Electrical and Computer Engineering, Xiamen University Malaysia, Sepang, Malaysia; Department of Computer Science, Chonnam National University, Gwangju, South Korea; Department of Brain and Cognitive Engineering, Korea University, Seoul, South Korea",IEEE Transactions on Instrumentation and Measurement,"18 Nov 2020","2021","70","","1","11","Affects recognition and regulation has become an interesting research topic given the noninvasive application of electroencephalography (EEG). EEG patterns are generated through electrical activity over the human scalp, but the collected data from these sensors are quite complex due to noise and artifacts. Given the complex nature of human brain signals, emotion recognition and regulation are still challenging problems. By emphasizing and aiming to improve the human living, how could be possible to prevent emotional or behavioral disorder in children in their early age? Therefore, it is essential to investigate the children’s emotions. In this study, we present a mechanism to regulate children’s emotions. Over 40 subjects’ EEG data were collected and performed a late-positive-potential (LPP) analysis in EEGLAB. By investigating late positive potential during emotion regulatory analysis, we find a significant difference in modulation and amplitude between control/special subjects that may help in early detection of mood disruption problems.","1557-9662","","10.1109/TIM.2020.3011817","National Research Foundation of Korea (NRF) Grant; Korea Government (MSIT)(grant numbers:NRF-2018R1A2B6006046); Korea University Grant; Basic Science Research Program through the National Research Foundation of Korea (NRF); Ministry of Education(grant numbers:NRF-2017R1A4A1015559); Xiamen University Malaysia Research Fund (XMUMRF)(grant numbers:XMUMRF/2019-C3/IECE/0007); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9146936","Children’s emotions;electroencephalography (EEG);emotion regulation;event-related potential (ERP);late-positive-potential (LPP);mood disruption","Electroencephalography;Emotion recognition;Physiology;Brain modeling;Visualization;Electrodes;Mood","","15","","74","IEEE","24 Jul 2020","","","IEEE","IEEE Journals"
"Precedence of Emotional Features in Emotional Prosody Processing: Behavioral and ERP Evidence","X. Chen; Y. Yang","State Key Laboratory of Brain and Cognitive Science,Institute of Psychology, Chinese Academy and Sciences, Beijing, China; State Key Laboratory of Brain and Cognitive Science,Institute of Psychology, Chinese Academy and Sciences, Beijing, China",2010 International Conference on Asian Language Processing,"6 Jan 2011","2010","","","323","326","To test whether emotional feature has precedence in emotional prosody processing, the present study asks subjects to determine the change of the sentence via emotional feature or intensity while Event-related potentials (ERPs) were recorded. The result indicated that listeners are more accurate and faster at determining the changes of emotional feature than intensity, and the changes of emotional feature can be detected and integrated irrespective of attention allocation while the changes of intensity can only be detected with focus attention. These findings suggest that low level acoustic decoding is more interfered by high level emotional feature in emotional prosody processing, implying that emotional feature has precedence over single acoustic cue in vocal emotion perception.","","978-1-4244-9063-9","10.1109/IALP.2010.22","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5681577","emotional prosody;ERP;intensity;gloabal precedenc","Acoustics;Psychology;Electroencephalography;Analysis of variance;Error analysis;Visualization;Humans","","","","17","IEEE","6 Jan 2011","","","IEEE","IEEE Conferences"
"Detection and Analysis of ERPs for Social Cognition Evaluation","Y. Cabarcas-Mena; K. Gutierrez-Ruiz; K. C. Campo-Landines; S. H. Contreras-Ortiz","Biomedical Engineering Program, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Psychology Program, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Psychology Program, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia; Biomedical Engineering Program, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia",2022 IEEE ANDESCON,"28 Dec 2022","2022","","","1","6","This paper describes an approach for elicitation, acquisition, and analysis of event-related potentials (ERPs) for social cognition evaluation. We used images of emotional content that were classified into three groups according to their valence: pleasant, unpleasant, and neutral. An application for stimuli generation based on the emotional oddball paradigm (EOP) was developed, and a commercial wireless EEG headset was used for signal acquisition. The ERPs of 13 volunteers for the three types of stimuli were obtained and analyzed to extract the N100 and P300 components. The results show increased amplitudes in ERP components due to unpleasant stimuli and longer latencies observed in neutral stimuli.","","978-1-6654-8854-9","10.1109/ANDESCON56260.2022.9989524","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9989524","ERP components;EEG;wavelet filtering;social cognition;affective computing","Headphones;Wireless communication;Emotion recognition;Psychology;Cognition;Electroencephalography","","","","33","IEEE","28 Dec 2022","","","IEEE","IEEE Conferences"
"Classifying human emotional states using wireless EEG based ERP and functional connectivity measures","V. Bono; D. Biswas; S. Das; K. Maharatna","Electronics and Computer Science, University of Southampton, Hampshire, UK; Electronics and Computer Science, University of Southampton, Hampshire, UK; Electronics and Computer Science, University of Southampton, Hampshire, UK; Electronics and Computer Science, University of Southampton, Hampshire, UK",2016 IEEE-EMBS International Conference on Biomedical and Health Informatics (BHI),"21 Apr 2016","2016","","","200","203","In this paper we present a systematic exploration to determine several EEG based features for classifying three emotional states (happy, fearful and neutral) pertaining to face perception. EEG data were acquired through a 19-channel wireless system from eight adults under two conditions - in a constrained position and involving head-body movements. The movement EEG data was pre-processed using an artifact reduction algorithm and both datasets were processed to extract neurophysiological features - ERP components and from functional connectivity measures. The functional connectivity measures were processed using a brain connectivity toolbox and gray level co-occurrence matrices to generate a total of 463 features. The feature set was split into: training dataset comprising of constrained and movement EEG data and test dataset comprising of only movement EEG data. A retrospective cross-validation approach was run on the training dataset in conjunction with two classifiers (LDA and SVM) and the ranked feature set, to select the best features using a sequential forward selection algorithm. The best features were further used to prospectively classify the three emotions in the test dataset. Our results show that we can successfully classify the emotions using LDA with an accuracy of 89% and using top 17 ranked features.","2168-2208","978-1-5090-2455-1","10.1109/BHI.2016.7455869","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7455869","","Electroencephalography;Feature extraction;Face;Training;Correlation;Wireless communication;Emotion recognition","","8","","16","IEEE","21 Apr 2016","","","IEEE","IEEE Conferences"
"Experimental Comparison of Geometric, Arithmetic and Harmonic Means for EEG Event Related Potential Detection","J. M. A. Tanskanen; X. Z. Gao; J. Wang; P. Guo; J. A. K. Hyttinen; V. S. Dimitrov","Department of Biomedical Engineering, Tampere University of Technology, and BioMediTech, Finland; College of Information Engineering, Shanghai Maritime University, China; Laboratory of Image Processing and Pattern Recognition, Beijing Normal University, Beijing, China; Laboratory of Image Processing and Pattern Recognition, Beijing Normal University, Beijing, China; Department of Biomedical Engineering, Tampere University of Technology, and BioMediTech, Finland; ATIPS Laboratory, University of Calgary, AB, Canada",2012 Eighth International Conference on Computational Intelligence and Security,"10 Jan 2013","2012","","","112","116","In this paper, we experimentally evaluate three different averaging methods for processing of electroencephalogram (EEG) event related potentials (ERPs) measured from scalp in response to repeated stimulus. In ERP applications, arithmetic mean (AM) is normally employed in processing the ERPs prior to ERP detection, whereas also other averaging methods might have beneficial properties. Fast ERP detection is essential, for example, in brain computer interfaces and during spine surgery. Thus, it is of interest to search for methods to aid in detecting ERPs with as few stimulus repetitions as possible. Here, noise reduction properties of AM, geometric mean (GM), and harmonic mean (HM) are demonstrated with simulations, and ERP processing by the three methods is illustrated by processing real visual evoked potentials (VEPs).","","978-1-4673-4725-9","10.1109/CIS.2012.33","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6405878","electroencephalogram;EEG;medical signal detection;event related potential;ERP;averaging;ensemble averaging;arithmetic mean;geometric mean;harmonic mean","Electroencephalography;Gaussian noise;Educational institutions;Electrodes;Visualization;Harmonic analysis","","2","","17","IEEE","10 Jan 2013","","","IEEE","IEEE Conferences"
"On the Classification of Emotional Biosignals Evoked While Viewing Affective Pictures: An Integrated Data-Mining-Based Approach for Healthcare Applications","C. A. Frantzidis; C. Bratsas; M. A. Klados; E. Konstantinidis; C. D. Lithari; A. B. Vivas; C. L. Papadelis; E. Kaldoudi; C. Pappas; P. D. Bamidis","Laboratory of Medical Informatics, Medical School, Aristotle University of Thessaloniki, Thessaloniki, Greece; Laboratory of Medical Informatics, Medical School, Aristotle University of Thessaloniki, Thessaloniki, Greece; Laboratory of Medical Informatics, Medical School, Aristotle University of Thessaloniki, Thessaloniki, Greece; Laboratory of Medical Informatics, Medical School, Aristotle University of Thessaloniki, Thessaloniki, Greece; Laboratory of Medical Informatics, Medical School, Aristotle University of Thessaloniki, Thessaloniki, Greece; Department of Psychology,CITY Liberal Studies Affiliated Institute, University of Sheffield, Thessaloniki, Greece; Center for Mind/Brain Sciences (CIMeC), University of Trento, Trento, Italy; Medical School, Democritus University of Thrace, Alexandroupolis, Greece; Laboratory of Medical Informatics, Medical School, Aristotle University of Thessaloniki, Thessaloniki, Greece; Laboratory of Medical Informatics, Medical School, Aristotle University of Thessaloniki, Thessaloniki, Greece",IEEE Transactions on Information Technology in Biomedicine,"15 Mar 2010","2010","14","2","309","318","Recent neuroscience findings demonstrate the fundamental role of emotion in the maintenance of physical and mental health. In the present study, a novel architecture is proposed for the robust discrimination of emotional physiological signals evoked upon viewing pictures selected from the International Affective Picture System (IAPS). Biosignals are multichannel recordings from both the central and the autonomic nervous systems. Following the bidirectional emotion theory model, IAPS pictures are rated along two dimensions, namely, their valence and arousal. Following this model, biosignals in this paper are initially differentiated according to their valence dimension by means of a data mining approach, which is the C4.5 decision tree algorithm. Then, the valence and the gender information serve as an input to a Mahalanobis distance classifier, which dissects the data into high and low arousing. Results are described in Extensible Markup Language (XML) format, thereby accounting for platform independency, easy interconnectivity, and information exchange. The average recognition (success) rate was 77.68% for the discrimination of four emotional states, differing both in their arousal and valence dimension. It is, therefore, envisaged that the proposed approach holds promise for the efficient discrimination of negative and positive emotions, and it is hereby discussed how future developments may be steered to serve for affective healthcare applications, such as the monitoring of the elderly or chronically ill people.","1558-0032","","10.1109/TITB.2009.2038481","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5373931","Affective computing;data mining;decision tree;EEG;emotion theory;evoked potential response;healthcare remote monitoring;International Affective Picture System (IAPS);Mahalanobis distance","Medical services;XML;Neuroscience;Robustness;Biomedical monitoring;Autonomic nervous system;Data mining;Decision trees;LAN interconnection;Emotion recognition","Adult;Algorithms;Autonomic Nervous System;Central Nervous System;Data Mining;Electroencephalography;Emotions;Evoked Potentials;Female;Galvanic Skin Response;Humans;Male;Monitoring, Physiologic;Pattern Recognition, Automated;Recognition (Psychology);Reproducibility of Results;Signal Processing, Computer-Assisted","126","","40","IEEE","8 Jan 2010","","","IEEE","IEEE Journals"
