%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
0.0, -185849.3683754645, -179100.03561973997, -186715.29730740754, -184774.83061252008, -187500.02235174447, -187500.02235174447, -187500.02235174447, -183756.14985896944, 0.214, 0.422, 0.216, 192.0, 6.0, 176.0, 13.0, 48.0, 6.0, 192.0, 0.0, 0.0, 0.0, 1.730914301905008E9, 0.0, 2024-11-06 14:31:41.905
1.0, -183588.84705172147, -182203.3071164259, -184975.12459458408, -187024.3325262466, -187500.02235174447, -187500.02235174447, -187500.02235174447, -185520.10482789337, 0.214, 0.422, 0.216, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7309143019079905E9, 0.0, 2024-11-06 14:31:41.907
2.0, -183167.06963384984, -184069.4989644884, -183861.2924648872, -187500.02235174447, -186647.2585972856, -187500.02235174447, -185697.30945793504, -186564.3336253564, 0.214, 0.422, 0.216, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7309143019121232E9, 0.0, 2024-11-06 14:31:41.912
3.0, -185489.77351066752, -180983.43831103307, -185470.6851209027, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -184781.60319109002, 0.214, 0.422, 0.216, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7309143019150553E9, 0.0, 2024-11-06 14:31:41.915
4.0, -186135.51540798135, -178924.70853623256, -186794.08720661252, -184808.96172630333, -187500.02235174447, -187500.02235174447, -187500.02235174447, -183643.02768028114, 0.214, 0.422, 0.216, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7309143019190323E9, 0.0, 2024-11-06 14:31:41.919
5.0, -183940.99878561482, -181560.8062220581, -185342.76608738495, -186467.8634962873, -187500.02235174447, -187500.02235174447, -187500.02235174447, -185160.44290786303, 0.214, 0.422, 0.216, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7309143019231665E9, 0.0, 2024-11-06 14:31:41.923
6.0, -183013.22257676395, -184144.13143922467, -183850.63068278204, -187500.02235174447, -186421.9530131761, -187500.02235174447, -185671.7837657671, -186604.11973048685, 0.214, 0.422, 0.216, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.730914301928246E9, 0.0, 2024-11-06 14:31:41.928
7.0, -185070.34302596367, -181656.44933658236, -185086.45863371596, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -185178.3019516828, 0.314, 0.624, 0.32, 192.0, 9.0, 208.0, 19.0, 128.0, 10.0, 0.0, 0.0, 0.0, 0.0, 1.7309143019320383E9, 0.0, 2024-11-06 14:31:41.932
8.0, -186321.12429393822, -178933.7833444814, -186762.6383021639, -185009.83685372316, -187500.02235174447, -187500.02235174447, -187500.02235174447, -183637.75266858967, 0.314, 0.624, 0.32, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7309143019351737E9, 0.0, 2024-11-06 14:31:41.935
9.0, -184334.0542118614, -180928.78829583983, -185705.40078942786, -185945.5479318557, -187500.02235174447, -187500.02235174447, -187500.02235174447, -184799.88691805446, 0.314, 0.624, 0.32, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7309143019390347E9, 0.0, 2024-11-06 14:31:41.939
